anio,institucion_tipo,institucion_nombre,institucion_nombre_new,institucion_nombre_unidad_academica,unidad_academica,unidad_academica_new,carrera_titulo,institucion_gestion,carrera_titulo_nivel,Modalidad,estudiantes_total,estudiantes_varones,estudiantes_mujeres,nuevos_inscriptos_total,nuevos_inscriptos_varones,nuevos_inscriptos_mujeres,reinscriptos_total,reinscriptos_varones,reinscriptos_mujeres,egresados_total,egresados_varones,egresados_mujeres,carrera,carrera_grupo,Carrera_normalizada
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Modulo Allen - Facultad de Ciencias y Tecnologia de los Alimentos,Modulo Allen - Facultad de Ciencias y Tecnologia de los Alimentos,Modulo Allen - Facultad de Ciencias y Tecnologia de los Alimentos,Tecnicatura Universitario en Industrias de la Alimentacion,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Derecho y Ciencias Sociales,Facultad de Derecho y Ciencias Sociales,Facultad de Derecho y Ciencias Sociales,Tecnicatura Universitario en Comunicacion Social,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Modulo Viedma - Facultad de Ciencias y Tecnologia de los Alimentos,Modulo Viedma - Facultad de Ciencias y Tecnologia de los Alimentos,Modulo Viedma - Facultad de Ciencias y Tecnologia de los Alimentos,Tecnicatura Universitario en Industrias de la Alimentacion,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Ingenieria Industrial orientacion Electricidad,Estatal,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Ingenieria,Facultad de Ingenieria,Facultad de Ingenieria,Ingenieria Industrial orientacion Mecanica,Estatal,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Escuela Superior de Ciencias Marinas,Escuela Superior de Ciencias Marinas,Escuela Superior de Ciencias Marinas,Tecnicatura Universitario en Desarrollo Web,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Modulo El Chañar - Facultad de Turismo,Modulo El Chañar - Facultad de Turismo,Modulo El Chañar - Facultad de Turismo,Tecnicatura Universitario en Gestion del Desarrollo Turistico Local,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Modulo Chos Malal - Facultad de Informatica,Modulo Chos Malal - Facultad de Informatica,Modulo Chos Malal - Facultad de Informatica,Tecnicatura Universitario en Desarrollo Web,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Tecnicatura Universitario en Mecanizacion Agraria,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Escuela Superior de Ciencias Marinas,Escuela Superior de Ciencias Marinas,Escuela Superior de Ciencias Marinas,Tecnicatura Universitario en Industrias de la Alimentacion,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Modulo Junin de los Andes - Facultad de Turismo,Modulo Junin de los Andes - Facultad de Turismo,Modulo Junin de los Andes - Facultad de Turismo,Tecnicatura Universitario en Empresas de Servicios Turisticos,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Escuela Superior de Ciencias Marinas,Escuela Superior de Ciencias Marinas,Escuela Superior de Ciencias Marinas,Tecnicatura Universitario en Administracion de Sistemas y Software Libre,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Modulo Andacollo - Facultad de Turismo,Modulo Andacollo - Facultad de Turismo,Modulo Andacollo - Facultad de Turismo,Tecnicatura Universitario en Gestion del Desarrollo Turistico Local,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Ciencias y Tecnologia de los Alimentos,Facultad de Ciencias y Tecnologia de los Alimentos,Facultad de Ciencias y Tecnologia de los Alimentos,Tecnicatura Universitario en Gastronomia,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Informatica,Facultad de Informatica,Facultad de Informatica,Analista Programador Universitario,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,3.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Modulo Contralmirante Cordero - Facultad de Turismo,Modulo Contralmirante Cordero - Facultad de Turismo,Modulo Contralmirante Cordero - Facultad de Turismo,Tecnicatura Universitario en Gestion del Desarrollo Turistico Local,Estatal,Pregrado,Presencial,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Magister en Ciencias Agrarias y Biotecnologia,Estatal,Posgrado,Presencial,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Lenguas,Facultad de Lenguas,Facultad de Lenguas,"Magister en Lingüistica Aplicada, orientacion Enseñanza de Lenguas Extranjeras",Estatal,Posgrado,Presencial,9.0,0.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Lenguas,Facultad de Lenguas,Facultad de Lenguas,"Especialista en Lingüistica Aplicada, orientacion Enseñanza de Lenguas Extranjeras",Estatal,Posgrado,Presencial,10.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Ciencias de la Educacion,Facultad de Ciencias de la Educacion,Facultad de Ciencias de la Educacion,"Especialista en Educacion y Estudios Interculturales, Generos y Sexualidades",Estatal,Posgrado,Presencial,13.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Ciencias de la Educacion,Facultad de Ciencias de la Educacion,Facultad de Ciencias de la Educacion,Especialista en Cultura Letrada en la Argentina,Estatal,Posgrado,Presencial,19.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Tecnicatura Universitario en Desarrollo Agropecuario para Pequeños y Medianos Productores,Estatal,Pregrado,Presencial,21.0,13.0,8.0,20.0,12.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Ciencias del Ambiente y de la Salud,Facultad de Ciencias del Ambiente y de la Salud,Facultad de Ciencias del Ambiente y de la Salud,Tecnicatura Universitario en Saneamiento Ambiental,Estatal,Pregrado,Presencial,38.0,13.0,25.0,2.0,1.0,1.0,36.0,12.0,24.0,11.0,3.0,8.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Asentamiento Universitario Zapala,Asentamiento Universitario Zapala,Asentamiento Universitario Zapala,Tecnicatura Universitario en Topografia,Estatal,Pregrado,Presencial,42.0,21.0,21.0,0.0,0.0,0.0,42.0,21.0,21.0,5.0,5.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Centro Universitario Regional Zona Atlantica,Centro Universitario Regional Zona Atlantica,Centro Universitario Regional Zona Atlantica,Licenciatura en Arte y Sociedad - Ciclo de Licenciatura,Estatal,Grado,Presencial,50.0,9.0,41.0,50.0,9.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Facultad de Ciencias Agrarias,Tecnicatura Universitario en Espacios Verdes,Estatal,Pregrado,Presencial,52.0,18.0,34.0,26.0,9.0,17.0,26.0,9.0,17.0,2.0,1.0,1.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Centro Regional Universitario Bariloche,Centro Regional Universitario Bariloche,Centro Regional Universitario Bariloche,Profesor Universitario en Matematica,Estatal,Grado,Presencial,54.0,21.0,33.0,27.0,13.0,14.0,27.0,8.0,19.0,1.0,1.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Asentamiento Universitario San Martin de los Andes,Asentamiento Universitario San Martin de los Andes,Asentamiento Universitario San Martin de los Andes,Tecnicatura Universitario en Espacios Verdes,Estatal,Pregrado,Presencial,58.0,27.0,31.0,23.0,12.0,11.0,35.0,15.0,20.0,1.0,1.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Centro Universitario Regional Zona Atlantica,Centro Universitario Regional Zona Atlantica,Centro Universitario Regional Zona Atlantica,Profesor Universitario de Ciencia Politica,Estatal,Grado,Presencial,66.0,41.0,25.0,20.0,12.0,8.0,46.0,29.0,17.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Ciencias de la Educacion,Facultad de Ciencias de la Educacion,Facultad de Ciencias de la Educacion,Profesor Universitario de Enseñanza en Educacion Primaria,Estatal,Grado,Presencial,67.0,34.0,33.0,67.0,34.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Asentamiento Universitario San Martin de los Andes,Asentamiento Universitario San Martin de los Andes,Asentamiento Universitario San Martin de los Andes,Tecnicatura Universitario Forestal,Estatal,Pregrado,Presencial,73.0,41.0,32.0,21.0,12.0,9.0,52.0,29.0,23.0,5.0,3.0,2.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Centro Universitario Regional Zona Atlantica,Centro Universitario Regional Zona Atlantica,Centro Universitario Regional Zona Atlantica,Tecnicatura Universitario en Desarrollo Web,Estatal,Pregrado,Presencial,74.0,54.0,20.0,65.0,46.0,19.0,9.0,8.0,1.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Asentamiento Universitario San Martin de los Andes,Asentamiento Universitario San Martin de los Andes,Asentamiento Universitario San Martin de los Andes,Guia Universitario de Turismo,Estatal,Pregrado,Presencial,112.0,79.0,33.0,51.0,28.0,23.0,61.0,51.0,10.0,8.0,7.0,1.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Centro Universitario Regional Zona Atlantica,Centro Universitario Regional Zona Atlantica,Centro Universitario Regional Zona Atlantica,Tecnicatura Universitario en Administracion Publica,Estatal,Pregrado,Presencial,117.0,33.0,84.0,42.0,11.0,31.0,75.0,22.0,53.0,5.0,3.0,2.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Centro Universitario Regional Zona Atlantica,Centro Universitario Regional Zona Atlantica,Centro Universitario Regional Zona Atlantica,Tecnicatura Universitario en Administracion de Sistemas y Software Libre,Estatal,Pregrado,Presencial,139.0,102.0,37.0,58.0,45.0,13.0,81.0,57.0,24.0,1.0,1.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Informatica,Facultad de Informatica,Facultad de Informatica,Tecnicatura Universitario en Desarrollo Web,Estatal,Pregrado,Presencial,164.0,122.0,42.0,55.0,43.0,12.0,109.0,79.0,30.0,15.0,13.0,2.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Economia y Administracion,Facultad de Economia y Administracion,Facultad de Economia y Administracion,Profesor Universitario en Matematica,Estatal,Grado,Presencial,187.0,59.0,128.0,68.0,23.0,45.0,119.0,36.0,83.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Informatica,Facultad de Informatica,Facultad de Informatica,Tecnicatura Universitario en Administracion de Sistemas y Software Libre,Estatal,Pregrado,Presencial,215.0,172.0,43.0,78.0,63.0,15.0,137.0,109.0,28.0,10.0,8.0,2.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Turismo,Facultad de Turismo,Facultad de Turismo,Tecnicatura Universitario en Empresas de Servicios Turisticos,Estatal,Pregrado,Presencial,255.0,86.0,169.0,73.0,23.0,50.0,182.0,63.0,119.0,19.0,3.0,16.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Turismo,Facultad de Turismo,Facultad de Turismo,Guia Universitario de Turismo,Estatal,Pregrado,Presencial,274.0,66.0,208.0,132.0,38.0,94.0,142.0,28.0,114.0,5.0,1.0,4.0,,,
2017,Universidad,Universidad Nacional del Comahue,Universidad Nacional del Comahue,Universidad Nacional del Comahue - Facultad de Ciencias de la Educacion,Facultad de Ciencias de la Educacion,Facultad de Ciencias de la Educacion,Profesor de Enseñanza Primaria,Estatal,Pregrado,Presencial,278.0,35.0,243.0,0.0,0.0,0.0,278.0,35.0,243.0,13.0,1.0,12.0,,,
2017,Universidad,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral - Rectorado,Rectorado,Rectorado,Doctor en Alimentos con orientacion en Ciencia,Estatal,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral - Rectorado,Rectorado,Rectorado,Doctor en Alimentos con orientacion en Ingenieria,Estatal,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral - Departamento de Ciencias Sociales y Humanisticas,Departamento de Ciencias Sociales y Humanisticas,Departamento de Ciencias Sociales y Humanisticas,Tecnicatura Universitario en Administracion,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral - Departamento de Ciencias Sociales y Humanisticas,Departamento de Ciencias Sociales y Humanisticas,Departamento de Ciencias Sociales y Humanisticas,Tecnicatura Universitario en Administracion - MD,Estatal,Pregrado,Distancia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral - Departamento de Ciencias Sociales y Humanisticas,Departamento de Ciencias Sociales y Humanisticas,Departamento de Ciencias Sociales y Humanisticas,Tecnicatura Universitario en Administracion - Contador Publico,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,23.0,20.0,,,
2017,Universidad,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral - Departamento de Ciencias Sociales y Humanisticas,Departamento de Ciencias Sociales y Humanisticas,Departamento de Ciencias Sociales y Humanisticas,Tecnicatura Universitario en Administracion - Modalidad a Distancia,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,
2017,Universidad,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral - Departamento de Ciencias Basicas y Aplicadas,Departamento de Ciencias Basicas y Aplicadas,Departamento de Ciencias Basicas y Aplicadas,Tecnicatura Universitario en Mecanizacion Agropecuaria,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral - Departamento de Ciencias Basicas y Aplicadas,Departamento de Ciencias Basicas y Aplicadas,Departamento de Ciencias Basicas y Aplicadas,Tecnicatura Universitario en Higiene y Seguridad - Modalidad a Distancia,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral - Departamento de Ciencias Sociales y Humanisticas,Departamento de Ciencias Sociales y Humanisticas,Departamento de Ciencias Sociales y Humanisticas,Tecnicatura Universitario en Seguridad Penitenciaria,Estatal,Pregrado,Presencial,48.0,39.0,9.0,0.0,0.0,0.0,48.0,39.0,9.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral - Departamento de Ciencias Basicas y Aplicadas,Departamento de Ciencias Basicas y Aplicadas,Departamento de Ciencias Basicas y Aplicadas,Licenciatura en Biotecnologia,Estatal,Grado,Presencial,64.0,23.0,41.0,21.0,12.0,9.0,43.0,11.0,32.0,1.0,1.0,0.0,,,
2017,Universidad,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral - Departamento de Ciencias Basicas y Aplicadas,Departamento de Ciencias Basicas y Aplicadas,Departamento de Ciencias Basicas y Aplicadas,Tecnicatura Universitario en Gestion Ambiental - MD,Estatal,Pregrado,Distancia,300.0,115.0,185.0,238.0,83.0,155.0,62.0,32.0,30.0,0.0,0.0,0.0,,,
